ISO8601,fromDate,toDate,bedtime,waketime,inBed,awake,fellAsleepIn,sessions,asleep,asleepAvg7,efficiency,efficiencyAvg7,quality,qualityAvg7,deep,deepAvg7,sleepBPM,sleepBPMAvg7,dayBPM,dayBPMAvg7,wakingBPM,wakingBPMAvg7,hrv,hrvAvg7,sleepHRV,sleepHRVAvg7,SpO2Avg,SpO2Min,SpO2Max,respAvg,respMin,respMax,tags,notes
2023-10-04T22:59:59-04:00,"Tuesday, Oct 3, 2023","Wednesday, Oct 4, 2023",2023-10-03 23:21:00,2023-10-04 07:04:00,07:43:00,00:28:00,00:00:00,1,07:15:00,07:08:17,94.0,90.6,05:38:00,05:22:54,02:19:49,02:02:19,43.2,45.3,60.9,60.0,42.0,42.6,24,76,18,41,,,,,,,,
2023-10-05T22:59:59-04:00,"Wednesday, Oct 4, 2023","Thursday, Oct 5, 2023",2023-10-05 00:01:00,2023-10-05 08:45:00,08:44:00,00:47:00,00:00:00,1,07:57:00,07:19:25,91.0,90.2,05:50:38,05:27:00,01:51:18,01:54:06,43.9,44.9,57.6,59.2,45.0,42.1,117,88,46,45,,,,,,,,
2023-10-06T22:59:59-04:00,"Thursday, Oct 5, 2023","Friday, Oct 6, 2023",2023-10-05 23:30:00,2023-10-06 07:24:00,07:54:00,00:16:00,00:00:00,1,07:38:00,07:02:25,96.6,90.3,05:39:44,05:12:45,01:31:36,01:40:44,44.1,44.8,57.1,59.2,44.0,42.3,29,88,18,46,,,,,,,,
2023-10-07T22:59:59-04:00,"Friday, Oct 6, 2023","Saturday, Oct 7, 2023",2023-10-07 01:30:00,2023-10-07 10:54:00,09:24:00,01:07:00,00:00:00,1,08:17:00,07:20:08,88.1,90.9,06:19:23,05:27:53,02:15:33,01:46:46,45.1,44.9,64.2,59.1,44.0,42.6,123,64,36,34,,,,,,,,
2023-10-08T22:59:59-04:00,"Saturday, Oct 7, 2023","Sunday, Oct 8, 2023",2023-10-08 01:45:00,2023-10-08 10:27:00,08:42:00,01:06:00,00:00:00,1,07:36:00,07:21:25,87.4,90.9,05:26:58,05:31:44,02:10:17,01:59:00,46.2,43.9,56.8,59.1,47.0,42.9,107,70,44,32,,,,,,,,
2023-10-09T22:59:59-04:00,"Sunday, Oct 8, 2023","Monday, Oct 9, 2023",2023-10-08 23:45:00,2023-10-09 07:21:00,07:36:00,00:00:00,00:00:00,1,07:36:00,07:34:51,100.0,93.2,05:52:59,05:45:30,02:47:12,02:11:39,41.8,43.8,65.8,60.3,40.6,43.1,62,71,34,32,,,,,,,,
2023-10-10T22:59:59-04:00,"Monday, Oct 9, 2023","Tuesday, Oct 10, 2023",2023-10-09 23:30:00,2023-10-10 07:16:00,07:46:00,00:18:00,00:00:00,1,07:28:00,07:41:00,96.1,93.3,05:42:05,05:47:07,02:03:35,02:08:28,43.4,44.0,61.3,60.6,41.5,43.4,29,70,21,31,,,,,,,,
2023-10-11T22:59:59-04:00,"Tuesday, Oct 10, 2023","Wednesday, Oct 11, 2023",2023-10-11 00:15:00,2023-10-11 06:37:00,06:22:00,00:00:00,00:00:00,1,06:22:00,07:33:25,100.0,94.2,04:51:33,05:40:29,01:16:24,01:59:25,45.4,44.3,62.4,60.8,41.0,43.3,127,85,84,40,,,,,,,,
2023-10-12T22:59:59-04:00,"Wednesday, Oct 11, 2023","Thursday, Oct 12, 2023",2023-10-11 23:00:00,2023-10-12 08:07:00,09:27:00,00:14:00,00:00:00,2,09:13:00,07:44:17,97.4,95.1,06:45:21,05:48:18,02:05:25,02:01:26,41.4,43.9,66.0,62.0,45.0,43.3,47,75,32,38,,,,,,,,
2023-10-13T22:59:59-04:00,"Thursday, Oct 12, 2023","Friday, Oct 13, 2023",2023-10-13 00:04:00,2023-10-13 07:37:00,07:33:00,00:16:00,00:00:00,1,07:17:00,07:41:17,96.5,95.1,05:15:30,05:44:50,01:30:25,02:01:15,44.5,44.0,59.8,62.4,43.0,43.2,36,76,27,40,,,,,,,,
2023-10-14T22:59:59-04:00,"Friday, Oct 13, 2023","Saturday, Oct 14, 2023",2023-10-14 00:30:00,2023-10-14 07:39:00,07:09:00,00:00:00,00:00:00,1,07:09:00,07:31:34,100.0,96.8,05:38:24,05:38:58,02:17:54,02:01:36,43.6,43.8,,,44.0,43.2,95,72,78,46,,,,,,,,
2023-10-16T22:59:59-04:00,"Sunday, Oct 15, 2023","Monday, Oct 16, 2023",2023-10-15 23:45:00,2023-10-16 06:45:00,07:00:00,00:18:00,00:00:00,1,06:42:00,07:23:51,95.7,98.0,04:51:47,05:33:57,01:01:51,01:51:49,49.2,44.2,61.7,63.1,45.0,42.9,156,79,131,58,,,,,,,,
2023-10-17T22:59:59-04:00,"Monday, Oct 16, 2023","Tuesday, Oct 17, 2023",2023-10-16 23:45:00,2023-10-17 07:03:00,09:19:00,00:19:00,00:00:00,3,09:00:00,07:35:51,95.7,97.3,06:51:07,05:42:15,02:59:54,01:53:38,46.5,44.9,,,42.0,43.1,85,82,15,55,,,,,,,,
2023-10-19T22:59:59-04:00,"Wednesday, Oct 18, 2023","Thursday, Oct 19, 2023",2023-10-18 23:30:00,2023-10-19 08:45:00,09:50:00,00:22:00,00:00:00,2,09:28:00,07:53:00,96.0,97.3,06:03:27,05:45:18,02:01:50,01:53:23,42.6,44.7,,,43.0,43.3,103,93,53,60,,,,,,,,
